Acropolis			nom propres
Acrostic			nom propres
Acsah			nom propres
Acshaph			nom propres
Acts of the Apostles, Book of the	Actes des Apôtres		nom propres
Aczib			nom propres
Adadah			nom propres
Adah	Ada	Gn 36.1	nom propres
Adaiah			nom propres
Adalia			nom propres
Adam (Person)			nom propres
Adam (Place)			nom propres
Adam, the Second			nom propres
Adamah			nom propres
Adami, Adami-Nekeb			nom propres
Adar (Month)			nom propres
Adar (Place)			nom propres
Adasa			nom propres
Addan			nom propres
Addar (Person)			nom propres
Addar (Place)			nom propres
Adder			nom propres
Addi			nom propres
Addon			nom propres
Addus			nom propres
Ader			nom propres
Adida			nom propres
Adiel			nom propres
Adin			nom propres
Adina			nom propres
Adino			nom propres
Adithaim			nom propres
Adlai			nom propres
Admah			nom propres
Admatha			nom propres
Admin			nom propres
Adna			nom propres
Adnah			nom propres
Adonai			nom propres
Adoni-Bezek			nom propres
Adonijah			nom propres
Adonikam			nom propres
Adoniram	Adoram		nom propres
Adoni-Zedek			nom propres
Adoption			nom propres
Adoraim			nom propres
Adoram			nom propres
Adrammelech			nom propres
Adramyttium			nom propres
Adria			nom propres
Adriel	Adriel		nom propres
Aduel			nom propres
Adullam, Adullamite	Adoullam		nom propres
Adultery			nom propres
Adummim			nom propres
Advent of Christ			nom propres
Adversary			nom propres
Advocate			nom propres
Aegean Sea	Egée		nom propres
Aeneas	Énée		nom propres
Aenon			nom propres
Aeon			nom propres
Aesora			nom propres
Affliction			nom propres
Agabus	Agabus		nom propres
Agag			nom propres
Agagite			nom propres
Agape			nom propres
Agate			nom propres
Age			nom propres
Agee			nom propres
Agia			nom propres
Agora			nom propres
Agriculture			nom propres
Agrippa			nom propres
Ague			nom propres
Agur			nom propres
Ahab	Ahab, Akab	2R 1,1, PDV	nom propres
Aharah			nom propres
Aharhel			nom propres
Ahasai			nom propres
Ahasbai			nom propres
Ahasuerus	Xerxès		nom propres
Ahava			nom propres
Ahaz	Akaz	Es 7.1	nom propres
Ahaziah	Achazia	2R 1.1; 2Ch 21.16-17|	nom propres
Ahban			nom propres
Aher			nom propres
Ahi			nom propres
Ahiah			nom propres
Ahiam			nom propres
Ahian			nom propres
Ahiezer			nom propres
Ahihud			nom propres
Ahijah	Achija 		nom propres
Ahikam			nom propres
Ahilud			nom propres
Ahimaaz	Ahimaas		nom propres
Ahiman			nom propres
Ahimelech	Ahimélek	1 Samuel 21.2 (PDV)	nom propres
Ahimoth			nom propres
Ahinadab			nom propres
Ahinoam			nom propres
Ahio			nom propres
Ahira			nom propres
Ahiram, Ahiramite			nom propres
Ahisamach			nom propres
Ahishahar			nom propres
Ahishar			nom propres
Ahithophel	Ahitofel		nom propres
Ahitub			nom propres
Ahlab			nom propres
Ahlai			nom propres
Ahoah, Ahohi, Ahohite			nom propres
Aholah			nom propres
Aholiab			nom propres
Aholibah			nom propres
Aholibamah			nom propres
Ahumai			nom propres
Ahuzam, Ahuzzam			nom propres
Ahuzzath			nom propres
Ahzai			nom propres
Ai	Aï		nom propres
Aiah			nom propres
Aiath			nom propres
Aija			nom propres
Aijalon			nom propres
Aijeleth Shahar			nom propres
Ain			nom propres
Ajah			nom propres
Ajalon			nom propres
Akan			nom propres
Akeldama			nom propres
Akiba, Rabbi			nom propres
Akim			nom propres
Akkad			nom propres
Akkadians			nom propres
Akkub			nom propres
Akrabattene			nom propres
Akrabbim			nom propres
Alabaster			nom propres
Alameth			nom propres
Alammelech			nom propres
Alamoth			nom propres
Alcimus			nom propres
Alema			nom propres
Alemeth (Person)			nom propres
Alemeth (Place)			nom propres
Alexander	Alexandre		nom propres
Alexander (Balas) Epiphanes			nom propres
Alexander Jannaeus (Janneus)			nom propres
Alexandra			nom propres
Alexandria			nom propres
Alexandrinus, Codex			nom propres
Algum			nom propres
Aliah			nom propres
Alian			nom propres
Alien			nom propres
Allammelech			nom propres
Allegory			nom propres
Alleluia			nom propres
Allemeth			nom propres
Alliance			nom propres
Allon (Person)			nom propres
Allon (Place)			nom propres
Allon-Bachuth, Allon-Bacuth			nom propres
Allotment of the Land			nom propres
Almighty			nom propres
Almodad			nom propres
Almon			nom propres
Almond			nom propres
Almon-Diblathaim			nom propres
Alms			nom propres
Almug			nom propres
Aloe			nom propres
Aloth			nom propres
Alpha and Omega	Alpha et Oméga		nom propres
Alphaeus			nom propres
Altar			nom propres
Al-Taschith			nom propres
Alush			nom propres
Alvah			nom propres
Alvan			nom propres
Amad			nom propres
Amal			nom propres
Amalek, Amalekites	Amalécites		nom propres
Amalekites, Hill Country (Mount) of the			nom propres
Amam			nom propres
Amana	Amana		nom propres
Amariah			nom propres
Amarna Tablets			nom propres
Amasa	Amassa		nom propres
Amasai			nom propres
Amashai, Amashsai			nom propres
Amasiah			nom propres
Amaw			nom propres
Amaziah	Amassia		nom propres
Ambassador			nom propres
Amber			nom propres
Ambush			nom propres
Amen			nom propres
Amethyst			nom propres
Ami			nom propres
Amillennialism			nom propres
Aminadab			nom propres
Amittai			nom propres
Ammah			nom propres
Ammi			nom propres
Ammidians			nom propres
Ammiel			nom propres
Ammihud			nom propres
Amminadab	Amminadab		nom propres
Amminadib			nom propres
Ammishaddai			nom propres
Ammizabad			nom propres
Ammon, Ammonites	Ammon, Ammonites		nom propres
Amnon			nom propres
Amok			nom propres
Amon (Person)			nom propres
Amon (Place)			nom propres
Amorites	Amorites		nom propres
Amorites, Hill Country (Mount) of the			nom propres
Amos (Person)			nom propres
Amos, Book of			nom propres
Amoz	Amots		nom propres
Amphipolis			nom propres
Amplias, Ampliatus			nom propres
Amram			nom propres
Amramite			nom propres
Amraphel			nom propres
Amulet			nom propres
Amzi			nom propres
Anab			nom propres
Anael			nom propres
Anah			nom propres
Anaharath			nom propres
Anaiah			nom propres
Anak, Anakim, Anakites	Anaquites		nom propres
Anamim, Anamites			nom propres
Anammelech			nom propres
Anan			nom propres
Anani			nom propres
Ananiah (Person)			nom propres
Ananiah (Place)			nom propres
Ananias	Ananias		nom propres
Ananiel			nom propres
Anath			nom propres
Anathema			nom propres
Anathoth (Person)			nom propres
Anathoth (Place), Anathothite			nom propres
Anchor			nom propres
Ancient of Days, Ancient One			nom propres
Andreas			nom propres
Andrew, the Apostle	André, l'apôtre		nom propres
Andronicus			nom propres
Anem			nom propres
Anemone			nom propres
Aner (Person)			nom propres
Aner (Place)			nom propres
Anethothite, Anetothite			nom propres
Angel			nom propres
Anger			nom propres
Aniam			nom propres
Anim			nom propres
Animals			nom propres
Anise			nom propres
Anna			nom propres
Annan			nom propres
Annas	Anne	le grand-prêtre mentionné dans les évangiles	nom propres
Annias			nom propres
Anniuth			nom propres
Annunciation			nom propres
Annunus			nom propres
Anoint			nom propres
Anointed One, Anointed Ones			nom propres
Ant			nom propres
Antediluvian			nom propres
Antelope			nom propres
Anthothijah			nom propres
Anthropology			nom propres
Antichrist			nom propres
Antigonus			nom propres
Anti-Lebanon			nom propres
Antilegomena			nom propres
Antiochians			nom propres
Antiochis			nom propres
Antioch of Pisidia			nom propres
Antioch of Syria			nom propres
Antiochus Iv			nom propres
Antiochus v			nom propres
Antiochus Vii			nom propres
Antipas			nom propres
Antipater			nom propres
Antipatris			nom propres
Antitype			nom propres
Antothijah			nom propres
Antothite			nom propres
Anub			nom propres
Apame			nom propres
Ape			nom propres
Apelles			nom propres
Aphairema			nom propres
Apharsachites, Apharsathchites, Apharsites			nom propres
Aphek	Afec		nom propres
Aphekah			nom propres
Aphiah			nom propres
Aphik			nom propres
Aphrah			nom propres
Aphses			nom propres
Apocalypse			nom propres
Apocalypses			nom propres
Apocalyptic			nom propres
Apocrypha			nom propres
Apollonia			nom propres
Apollonius			nom propres
Apollophanes			nom propres
Apollos			nom propres
Apollyon			nom propres
Apostasy			nom propres
Apostle, Apostleship			nom propres
Apothecary			nom propres
Apothegm			nom propres
Appaim			nom propres
Appeal			nom propres
Appearances of Christ			nom propres
Apphia			nom propres
Apphus			nom propres
Appian Way			nom propres
Appius, Forum of			nom propres
Apple, Apple Tree			nom propres
Apricot			nom propres
Aqaba, Gulf of			nom propres
Aqueduct			nom propres
Aquila			nom propres
Ar			nom propres
Ara			nom propres
Arab	Arabe		nom propres
Arabah			nom propres
Arabah, Brook of the			nom propres
Arabah, Sea of the			nom propres
Arabia, Arabs			nom propres
Arad (Person)			nom propres
Arad (Place)			nom propres
Aradus			nom propres
Arah			nom propres
Aram (Person)			nom propres
Aram (Place)			nom propres
Aramaic			nom propres
Arameans			nom propres
Aram-Geshur			nom propres
Aram-Maacah (Maachah)			nom propres
Aram-Naharaim			nom propres
Aram of Damascus			nom propres
Aram-Zobah			nom propres
Aran			nom propres
Ararat			nom propres
Aratus			nom propres
Araunah	Aravna	2S 24.16	nom propres
Arba			nom propres
Arbathite			nom propres
Arbatta			nom propres
Arbela			nom propres
Arbite			nom propres
Arch	Arche		nom propres
Archaeology and the Bible			nom propres
Archangel			nom propres
Archelaus			nom propres
Archer, Archery			nom propres
Archevites			nom propres
Archippus			nom propres
Archi, Archite			nom propres
Architecture			nom propres
Archives			nom propres
Arcturus			nom propres
Ard, Ardite			nom propres
Ardon			nom propres
Areli, Arelite			nom propres
Areopagite			nom propres
Areopagus			nom propres
Aretas			nom propres
Argob (Person)			nom propres
Argob (Place)			nom propres
Ariarathes			nom propres
Aridai			nom propres
Aridatha			nom propres
Arieh			nom propres
Ariel (Person)			nom propres
Ariel (Place)			nom propres
Arimathea			nom propres
Arioch	Ariok		nom propres
Arisai			nom propres
Aristarchus			nom propres
Aristobulus			nom propres
Ark, Noah’s			nom propres
Arkite			nom propres
Ark of the Covenant	Arche de l'alliance		nom propres
Ark’s Cover			nom propres
Armageddon			nom propres
Armenia			nom propres
Armoni	Armoni		nom propres
Armor and Weapons			nom propres
Armor Bearer			nom propres
Armory			nom propres
Army			nom propres
Arnan			nom propres
Arni			nom propres
Arnon			nom propres
Arod, Arodi, Arodite			nom propres
Aroer	Aroër		nom propres
Aroerite			nom propres
Aromatic Cane			nom propres
Arpachshad			nom propres
Arpad	Arpad	Es 10.9	nom propres
Arphaxad			nom propres
Arrow			nom propres
Arsaces			nom propres
Artaxerxes	Artaxerxès		nom propres
Artemas	Artémas		nom propres
Artemis			nom propres
Artificer			nom propres
Artisan			nom propres
Arubboth			nom propres
Arumah			nom propres
Arvad, Arvadite			nom propres
Arza			nom propres
Asa	Asa		nom propres
Asahel	Assaël		nom propres
Asahiah			nom propres
Asaiah			nom propres
Asaph	Asaph		nom propres
Asaramel			nom propres
Asareel, Asarel			nom propres
Asarelah			nom propres
Ascalon			nom propres
Ascension of Christ			nom propres
Ascent of Heres			nom propres
Ascents, Song of			nom propres
Asenath			nom propres
Aser	Asser	Gn 30.13	nom propres
Ash			nom propres
Ashan			nom propres
Asharelah			nom propres
Ashbea			nom propres
Ashbel, Ashbelite			nom propres
Ashchenaz	Achepénaz		nom propres
Ashdod, Ashdodite, Ashdothite	Asdod, ?, ?		nom propres
Ashdoth-Pisgah			nom propres
Asher (Person)			nom propres
Asher (Place)			nom propres
Asher (Tribe)			nom propres
Asherah, Asherim, Asheroth	Achéra		nom propres
Ashes			nom propres
Ashhur			nom propres
Ashima			nom propres
Ashkelon			nom propres
Ashkenaz			nom propres
Ashnah			nom propres
Ashpenaz	Achepénaz		nom propres
Ashriel			nom propres
Ashtaroth, Ashterathite			nom propres
Ashteroth-Karnaim			nom propres
Ashtoreth			nom propres
Ashur			nom propres
Ashurbanipal			nom propres
Ashurite			nom propres
Ashurnasirpal			nom propres
Ashvath			nom propres
Asia	Asie		nom propres
Asia Minor	Asie Mineure		nom propres
Asiarch			nom propres
Asibias			nom propres
Asiel			nom propres
Askelon			nom propres
Asmodeus			nom propres
Asnapper			nom propres
Asp			nom propres
Aspatha			nom propres
Aspen			nom propres
Asphalt			nom propres
Asphar			nom propres
Asriel, Asrielite			nom propres
Ass			nom propres
Assarion			nom propres
Asshur			nom propres
Asshur (Place)			nom propres
Asshurim, Asshurites			nom propres
Assir			nom propres
Assos	Assos		nom propres
Assur			nom propres
Assurance			nom propres
Assurbanipal			nom propres
Assyria, Assyrians	Assyrie, Assyriens		nom propres
Astaroth			nom propres
Astarte			nom propres
Astrology			nom propres
Astronomy			nom propres
Astyages			nom propres
Asuppim			nom propres
Asur			nom propres
Aswan			nom propres
Asylum			nom propres
Asyncritus			nom propres
Atad			nom propres
Atarah			nom propres
Ataroth			nom propres
Ataroth-Addar			nom propres
Ater			nom propres
Athach			nom propres
Athaiah			nom propres
Athaliah	Athalie		nom propres
Atharim			nom propres
Athbash			nom propres
Athenobius			nom propres
Athens			nom propres
Athlai			nom propres
Atonement			nom propres
Atonement, Day of	le grand jour du Pardon des péchés		nom propres
Atroth-Beth-Joab			nom propres
Atroth-Shophan			nom propres
Attai			nom propres
Attalia			nom propres
Attalus			nom propres
Attendant			nom propres
Attharates			nom propres
Attharias			nom propres
Attributes of God			nom propres
Augustus Caesar	César Auguste		nom propres
Augustus’s Band			nom propres
Aul			nom propres
Auranus			nom propres
Autograph			nom propres
Ava			nom propres
Avaran			nom propres
Aven			nom propres
Avenger of Blood			nom propres
Avim			nom propres
Avims, Avites			nom propres
Avith			nom propres
Avva			nom propres
Avvim (Persons)			nom propres
Avvim (Place)			nom propres
Avvites			nom propres
Ayyah			nom propres
Azael			nom propres
Azal			nom propres
Azaliah			nom propres
Azaniah			nom propres
Azarael			nom propres
Azareel			nom propres
Azarel			nom propres
Azariah	Azaria		nom propres
Azariah, Prayer of			nom propres
Azarias			nom propres
Azaz			nom propres
Azazel			nom propres
Azaziah			nom propres
Azbuk			nom propres
Azekah			nom propres
Azel			nom propres
Azem			nom propres
Azgad			nom propres
Aziel			nom propres
Aziza			nom propres
Azmaveth (Person)			nom propres
Azmaveth (Place)			nom propres
Azmon			nom propres
Aznoth-Tabor			nom propres
Azor			nom propres
Azotus	Azoth		nom propres
Azriel			nom propres
Azrikam			nom propres
Azubah			nom propres
Azur			nom propres
Azzah			nom propres
Azzan			nom propres
Azzur			nom propres
Baal (Idol)			nom propres
Baal (Person)			nom propres
Baal (Place)			nom propres
Baalah			nom propres
Baalak (King)	Roi Balac		nom propres
Baalath			nom propres
Baalath-Beer			nom propres
Baal-Berith			nom propres
Baale-Judah, Baale of Judah			nom propres
Baal-Gad			nom propres
Baal-Hamon	Baal-Hamon		nom propres
Baal-Hanan			nom propres
Baal-Hazor			nom propres
Baal-Hermon			nom propres
Baali			nom propres
Baalis			nom propres
Baal-Meon			nom propres
Baal-Peor	Baal-Péor		nom propres
Baal-Perazim			nom propres
Baalsamus			nom propres
Baal-Shalishah	Baal-Chalicha		nom propres
Baal-Tamar			nom propres
Baal-Zebub	 Baal-Zeboub		nom propres
Baal-Zephon			nom propres
Baana			nom propres
Baanah			nom propres
Baara			nom propres
Baaseiah			nom propres
Baasha			nom propres
Baba Bathra			nom propres
Babel			nom propres
Babylon, Babylonia			nom propres
Babylonian Captivity			nom propres
Baca, Valley of			nom propres
Bacchides			nom propres
Bacenor			nom propres
Bachrite			nom propres
Backsliding			nom propres
Badger			nom propres
Baean			nom propres
Bagoas			nom propres
Bagpipe			nom propres
Baharum, Baharumite, Bahurim	Bahourim		nom propres
Bajith			nom propres
Bakbakkar			nom propres
Bakbuk			nom propres
Bakbukiah			nom propres
Baker			nom propres
Balaam			nom propres
Balac			nom propres
Baladan			nom propres
Balah			nom propres
Balak	Balac 		nom propres
Balamon			nom propres
Balance, Balances			nom propres
Balbaim			nom propres
Bald Locust			nom propres
Baldness			nom propres
Balm, Balsam			nom propres
Balthasar			nom propres
Bamah			nom propres
Bamoth, Bamoth-Baal			nom propres
Ban			nom propres
Bani			nom propres
Banish, Banishment			nom propres
Banker, Banking			nom propres
Banquet			nom propres
Baptism	Baptême		nom propres
Baptism for the Dead			nom propres
Baptism of Fire			nom propres
Baptism of Jesus	Baptême de Jésus		nom propres
Baptism of the Spirit			nom propres
Bar			nom propres
Barabbas			nom propres
Barachel			nom propres
Barachiah, Barachias			nom propres
Barak			nom propres
Barakel			nom propres
Barbarian			nom propres
Barhumite			nom propres
Bariah			nom propres
Bar-Jesus			nom propres
Bar-Jona			nom propres
Bar-Kochba, Bar-Kokba			nom propres
Barkos			nom propres
Bar-Koziba			nom propres
Barley			nom propres
Barnabas	Barnabas		nom propres
Barodis			nom propres
Barrenness			nom propres
Barsabas, Barsabbas			nom propres
Bartholomew, the Apostle			nom propres
Bartimaeus			nom propres
Baruch			nom propres
Baruch, Book of			nom propres
Barzillai			nom propres
Basemath			nom propres
Bashan	Bachan		nom propres
Bashan-Havoth-Jair			nom propres
Bashemath			nom propres
Basilisk			nom propres
Baskama			nom propres
Basmath	Basmath	Gn 36.2	nom propres
Bat			nom propres
Bath			nom propres
Bathe, Bathing			nom propres
Bath-Rabbim, Gate of			nom propres
Bathsheba	Batchéba	Autre traduction courante: Bethsabée	nom propres
Bathshua			nom propres
Battering Ram			nom propres
Battle-Ax			nom propres
Battlement			nom propres
Bavvai			nom propres
Bay Tree			nom propres
Bazlith, Bazluth			nom propres
Bdellium			nom propres
Bealiah			nom propres
Bealoth			nom propres
Beam			nom propres
Bean			nom propres
Bear (Animal)			nom propres
Bear (Astronomy)			nom propres
Beard			nom propres
Beast			nom propres
Beatitudes, the			nom propres
Beautiful Gate	Belle Porte		nom propres
Beauty			nom propres
Bebai (Person)			nom propres
Bebai (Place)			nom propres
Becher, Becherite			nom propres
Becorath			nom propres
Bectileth			nom propres
Bed			nom propres
Bedad			nom propres
Bedan			nom propres
Bedeiah			nom propres
Bee			nom propres
Beeliada			nom propres
Beelzebul	Béelzébul		nom propres
Beer			nom propres
Beera			nom propres
Beerah			nom propres
Beer-Elim			nom propres
Beeri			nom propres
Beer-Lahairoi			nom propres
Beeroth			nom propres
Beeroth Bene-Jaakan			nom propres
Beerothite			nom propres
Beersheba	Berchéba		nom propres
Be-Eshterah			nom propres
Beetle			nom propres
Beggar			nom propres
Beheading			nom propres
Behemoth			nom propres
Behistun Inscription			nom propres
Beka, Bekah			nom propres
Beker, Bekerite			nom propres
Bel			nom propres
Bela (Person)			nom propres
Bela (Place)			nom propres
Belah, Belaite			nom propres
Bel and the Dragon			nom propres
Belial, Beliar			nom propres
Belief, Believe			nom propres
Believers			nom propres
Bell			nom propres
Belmain			nom propres
Beloved Disciple			nom propres
Belshazzar	Baltazar		nom propres
Belteshazzar	Beltassar		nom propres
Bema			nom propres
Ben (Noun)			nom propres
Ben (Person)			nom propres
Ben-Abinadab			nom propres
Benaiah	Benaya		nom propres
Ben-Ammi			nom propres
Ben-Deker			nom propres
Bene-Berak			nom propres
Benediction			nom propres
Bene-Jaakan			nom propres
Ben-Geber			nom propres
Ben-Hadad	Ben-Hadad		nom propres
Ben-Hail			nom propres
Ben-Hanan			nom propres
Ben-Hesed			nom propres
Ben-Hur			nom propres
Beninu			nom propres
Benjamin (Person)	Benjamin		nom propres
Benjamin, Gate of			nom propres
Benjamin, Tribe of			nom propres
Benjaminite, Benjamite			nom propres
Beno			nom propres
Ben-Oni			nom propres
Ben Sirach, Jesus			nom propres
Ben-Zoheth			nom propres
Beon			nom propres
Beor			nom propres
Bera			nom propres
Beracah			nom propres
Beracah, Valley of			nom propres
Berachiah			nom propres
Beraiah			nom propres
Berea	Bérée		nom propres
Berechiah			nom propres
Bered (Person)			nom propres
Bered (Place)			nom propres
Berekiah			nom propres
Beri			nom propres
Beriah			nom propres
Beriite			nom propres
Berite			nom propres
Bernice	Bérénice		nom propres
Berodach-Baladan			nom propres
Beroea			nom propres
Berothah, Berothai			nom propres
Berothite			nom propres
Berry			nom propres
Beryl			nom propres
Besai			nom propres
Besodeiah			nom propres
Besom			nom propres
Besor, Brook of			nom propres
Betah			nom propres
Beten			nom propres
Bethabara			nom propres
Beth-Anath			nom propres
Beth-Anoth			nom propres
Bethany	Béthanie		nom propres
Beth-Arabah			nom propres
Beth-Aram			nom propres
Beth-Arbel			nom propres
Beth-Ashbea			nom propres
Beth-Aven			nom propres
Beth-Azmaveth			nom propres
Beth-Baal-Meon			nom propres
Beth-Barah			nom propres
Bethbasi			nom propres
Beth-Biri			nom propres
Beth-Car			nom propres
Beth-Dagon			nom propres
Beth-Diblathaim			nom propres
Beth-Eden			nom propres
Beth-Eked	Beth-Équed		nom propres
Bethel (God)			nom propres
Bethel (Place), Bethelite	Béthel	Gn 28.19	nom propres
Beth-Emek			nom propres
Bether			nom propres
Bethesda			nom propres
Beth-Ezel			nom propres
Beth-Gader			nom propres
Beth-Gamul			nom propres
Beth-Gilgal			nom propres
Beth-Haggan	Beth-Gan		nom propres
Beth-Hakkerem			nom propres
Beth-Haram, Beth-Haran			nom propres
Beth-Hoglah			nom propres
Beth-Horon			nom propres
Beth-Jeshimoth			nom propres
Beth-Leaphrah			nom propres
Beth-Lebaoth			nom propres
Bethlehem	Bethléem		nom propres
Bethlehemite			nom propres
Beth-Maacah, Beth-Maachah			nom propres
Beth-Marcaboth			nom propres
Beth-Meon			nom propres
Beth-Millo	Beth-Millo		nom propres
Beth-Nimrah			nom propres
Beth-Palet			nom propres
Beth-Pazzez			nom propres
Beth-Pelet			nom propres
Beth-Peor	Beth-Péor		nom propres
Bethphage	Bethphagé		nom propres
Beth-Phelet			nom propres
Beth-Rapha			nom propres
Beth-Rehob			nom propres
Bethsaida			nom propres
Beth-Shan, Beth-Shean			nom propres
Beth-Shemesh			nom propres
Beth-Shemite			nom propres
Beth-Shittah			nom propres
Beth-Tappuah			nom propres
Beth-Togarmah			nom propres
Bethuel (Person)	Betouel (l'Araméen)	Gn 28.5	nom propres
Bethuel, Bethul (Place)			nom propres
Bethulia			nom propres
Beth-Zaith			nom propres
Beth-Zatha			nom propres
Beth-Zechariah			nom propres
Beth-Zur			nom propres
Betomasthaim, Betomesthaim			nom propres
Betonim			nom propres
Betrothal			nom propres
Beulah			nom propres
Bezai			nom propres
Bezaleel, Bezalel	Bessalel		nom propres
Bezek			nom propres
Bezer (Person)			nom propres
Bezer (Place)			nom propres
Bible			nom propres
Bible, Canon of the			nom propres
Bible, Inspiration of the			nom propres
Bible, Manuscripts and Text of the (Old Testament)			nom propres
Bible, Manuscripts and Text of the (New Testament)			nom propres
Bible, Quotations of the Old Testament in the New Testament			nom propres
Bible, Versions of the (Ancient)			nom propres
Bible, Versions of the (English)			nom propres
Bichri, Bichrite, Bicri			nom propres
Bidkar			nom propres
Bigamy			nom propres
Bigtha			nom propres
Bigthan, Bigthana			nom propres
Bigvai			nom propres
Bildad	Bildad		nom propres
Bileam			nom propres
Bilgah			nom propres
Bilgai			nom propres
Bilhah (Person)	Bilha (Personne)	Bila (BPV, Gn 30.3)	nom propres
Bilhah (Place)			nom propres
Bilhan			nom propres
Bilshan			nom propres
Bimhal			nom propres
Binding and Loosing			nom propres
Binea			nom propres
Binnui			nom propres
Birds			nom propres
Birsha			nom propres
Birth, New			nom propres
Birthright			nom propres
Birzaith, Birzavith			nom propres
Bishlam			nom propres
Bishop			nom propres
Bithiah			nom propres
Bithron			nom propres
Bithynia			nom propres
Bitter Herbs			nom propres
Bittern			nom propres
Bitterness or Jealousy, Water of			nom propres
Bitumen			nom propres
Biziothiah, Bizjothjah			nom propres
Biztha			nom propres
Black			nom propres
Black Obelisk			nom propres
Blasphemy			nom propres
Blastus			nom propres
Bless, Blessing			nom propres
Blindness			nom propres
Blood			nom propres
Blood, Avenger of			nom propres
Blood, Field of			nom propres
Blood, Flow of			nom propres
Bloodguilt			nom propres
Bloody Sweat			nom propres
Blue			nom propres
Boanerges	Boanergès		nom propres
Boar			nom propres
Boast			nom propres
Boat			nom propres
Boaz (Person)	Booz		nom propres
Boaz (Pillar)			nom propres
Bocheru			nom propres
Bochim			nom propres
Bodily Presence			nom propres
Bodily Resurrection of Christ			nom propres
Body			nom propres
Body of Christ			nom propres
Bohan, Stone of			nom propres
Boil			nom propres
Bokeru			nom propres
Bokim			nom propres
Bond, Bondage			nom propres
Bondage, House of			nom propres
Bondmaid, Bondman, Bondservant			nom propres
Bone			nom propres
Book			nom propres
Book of Life	Livre de vie		nom propres
Book of Remembrance			nom propres
Book of the Covenant			nom propres
Book of the Dead			nom propres
Book of the Law			nom propres
Booth			nom propres
Booths, Feast of			nom propres
Booz	Booz	Luc 3.32 (PDV)	nom propres
Bor-Ashan			nom propres
Born Again			nom propres
Borrow, Borrowing			nom propres
Boscath			nom propres
Bosor (Person)			nom propres
Bosor (Place)			nom propres
Bottomless Pit			nom propres
Bow			nom propres
Bowels			nom propres
Bowels, Disease of			nom propres
Bowl			nom propres
Bowman			nom propres
Box Tree			nom propres
Bozez			nom propres
Bozkath			nom propres
Bozrah			nom propres
Bracelet			nom propres
Bramble			nom propres
Branch			nom propres
Brass			nom propres
Brazen Serpent			nom propres
Bread			nom propres
Bread of the Presence			nom propres
Breakfast			nom propres
Breaking of Bread			nom propres
Breastpiece, Breastplate			nom propres
Briar			nom propres
Bribe, Bribery			nom propres
Brick, Brick Kiln			nom propres
Bride and Bridegroom			nom propres
Bridechamber			nom propres
Bride of Christ			nom propres
Brier			nom propres
Brimstone			nom propres
Broad Wall, the			nom propres
Bronze			nom propres
Bronze Sea			nom propres
Bronze Serpent, Bronze Snake			nom propres
Brood			nom propres
Brook			nom propres
Brook of Egypt			nom propres
Brook of the Arabah			nom propres
Broom			nom propres
Brother			nom propres
Brothers (and Sisters)			nom propres
Brothers of Jesus			nom propres
Buckler			nom propres
Build, Building			nom propres
Bukki			nom propres
Bukkiah			nom propres
Bul			nom propres
Bull, Bullock			nom propres
Bulrush			nom propres
Bunah			nom propres
